English;Translation;UCP;Translation;Human annotation;Simplified;Automatic annotation;Simplified;Match_YN;Match;Match_diff_YN;Match_spec;ST;TT;Genre;Modality
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder die zijdezachte haardos net zo glad en gesoigneerd waren, net zo kinderlijk gekamd en schoon.  ;that hood of silken hair;die zijdezachte haardos;CSC;CS;CS;CS;Yes;1;No;0;English;Dutch;ShortStory;PE
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder die zijdezachte haardos net zo glad en gesoigneerd waren, net zo kinderlijk gekamd en schoon.  ;as… as … as;zo … zo … zo;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder die zijdezachte haardos net zo glad en gesoigneerd waren, net zo kinderlijk gekamd en schoon.  ;sleek;glad ;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder die zijdezachte haardos net zo glad en gesoigneerd waren, net zo kinderlijk gekamd en schoon.  ;smoothly disposed;gesoigneerd;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;ShortStory;PE
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder die zijdezachte haardos net zo glad en gesoigneerd waren, net zo kinderlijk gekamd en schoon.  ;childishly comed and cleaned;kinderlijk gekamd en schoon;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;PE
He became aware that Sally had emerged from her book and was about to say something.;Hij merkte dat Sally uit haar boek was opgedoken en op het punt stond iets te zeggen.;had emerged;opgedoken;R;R;CS;CS;No;0;No;0;English;Dutch;ShortStory;MT
“Murder is an occupational risk for prostitutes.” ;Moord is een beroepsrisico voor prostituees.;murder;moord;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“Hmm,” said he, clinging to the thread of his calculations.  ;Hmm, zei hij, terwijl hij zich vastklampte aan de draad van zijn berekeningen. ;clinging to the thread;vastklampte aan de draad van zijn berekeningen;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
They grew so engrossing that when next she spoke it took him by surprise. ;Die werden zo meeslepend dat haar volgende opmerking hem overviel.;grew … engrossing;werden zo meeslepend;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
They grew so engrossing that when next she spoke it took him by surprise. ;Die werden zo meeslepend dat haar volgende opmerking hem overviel.;when next;haar volgende opmerking;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;MT
They grew so engrossing that when next she spoke it took him by surprise. ;Die werden zo meeslepend dat haar volgende opmerking hem overviel.;took him by surprise;hem overviel;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“And for wives, too—though not so much.” ;En voor echtgenotes ook—al wat minder.;not so much;al wat minder;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
Inwardly assenting, Willie asked, ;Vanbinnen gaf Willie haar gelijk;Inwardly assneting;vanbinnen gaf … gelijk;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“What on earth are you reading now?” ;Wat lees je nou weer?;on earth;nou;CSA;CS;R;R;No;0;No;0;English;Dutch;ShortStory;MT
I got it from the public library.”;"Gehaald uit de openbare bibliotheek.""";got;gehaald;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
I got it from the public library.”;"Gehaald uit de openbare bibliotheek.""";public library;openbare bibliotheek;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“Yes. In rather a stark way. ;"""Ja. Op een vrij kale manier.""";rather;vrij;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“Yes. In rather a stark way. ;"""Ja. Op een vrij kale manier.""";stark;kale;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
“Sounds enthralling.”;"""Klinkt meeslepend.""";enthralling;meeslepend;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
Of course, that’s a good thing.”;"Wat natuurlijk maar goed is.""";Of course, that’s a good thing.” ;wat natuurlijk maar goed is;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
He looked at Sally’s sleek flaxen hair, now bent over her book again.  ;Hij keek naar Sally’s gladde vlasblonde haar, nu weer gebogen over haar boek. Hoewel ;sleek flaxen hair;gladde vlasblonde haar;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, nog student, was hij een jaar ouder dan zij en vond hij haar ongekunstelde wereldwijsheid ontroerend. ;her artless sophistications;ongekunsteldewereldwijsheid;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, nog student, was hij een jaar ouder dan zij en vond hij haar ongekunstelde wereldwijsheid ontroerend. ;touching;ontroerend;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder dat kapje van zijdezacht haar net zo glad, zo ordelijk geschikt, zo kinderlijk gekamd en schoon waren.;that hood of silken hair;dat kapje van zijdezacht haar;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder dat kapje van zijdezacht haar net zo glad, zo ordelijk geschikt, zo kinderlijk gekamd en schoon waren.;as… as … as;zo… zo… zo;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder dat kapje van zijdezacht haar net zo glad, zo ordelijk geschikt, zo kinderlijk gekamd en schoon waren.;sleek;glad ;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder dat kapje van zijdezacht haar net zo glad, zo ordelijk geschikt, zo kinderlijk gekamd en schoon waren.;smoothly disposed;ordelijk geschikt;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Het was alsof de denkprocessen onder dat kapje van zijdezacht haar net zo glad, zo ordelijk geschikt, zo kinderlijk gekamd en schoon waren.;childishly comed and cleaned;kinderlijk gekamd en schoon;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;MT
He became aware that Sally had emerged from her book and was about to say something. ;Hij merkte dat Sally uit haar boek tevoorschijn was gekomen en aanstalten maakte om iets te zeggen.;had emerged;tevoorschijn was gekomen ;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;HT
“Murder is an occupational risk for prostitutes.” ;‘Vermoord worden is een beroepsrisico voor prostituees.’;murder;Vermoord worden;CSC;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
They grew so engrossing that when next she spoke it took him by surprise. ;Zo ingespannen probeerde hij de draad van zijn berekeningen te volgen dat hij opschrok toen ze weer wat zei:;clinging to the thread;probeerde hij de draad van zijn berekeningen te volgen;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
They grew so engrossing that when next she spoke it took him by surprise. ;Zo ingespannen probeerde hij de draad van zijn berekeningen te volgen dat hij opschrok toen ze weer wat zei:;grew … engrossing;zo ingespannen … dat;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;ShortStory;HT
They grew so engrossing that when next she spoke it took him by surprise. ;Zo ingespannen probeerde hij de draad van zijn berekeningen te volgen dat hij opschrok toen ze weer wat zei:;when next;toen ze weer;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
They grew so engrossing that when next she spoke it took him by surprise. ;Zo ingespannen probeerde hij de draad van zijn berekeningen te volgen dat hij opschrok toen ze weer wat zei:;took him by surprise;hij opschrok;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
“And for wives, too—though not so much.” ;‘En voor echtgenotes ook, al is het minder.’;not so much;al is het wat minder;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
Inwardly assenting, Willie asked, ;Stilzwijgend moest Willie dat beamen. ;Inwardly assneting;stilzwijgend moest … beamen;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
“What on earth are you reading now?”  ;Wat ben je in hemelsnaam aan het lezen?’ vroeg hij.;on earth;in hemelsnaam;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
I got it from the public library.”;Geleend uit de bibliotheek.';got;Geleend;CSC;CS;CS;CS;Yes;1;No;0;English;Dutch;ShortStory;HT
I got it from the public library.”;Geleend uit de bibliotheek.';public library;bibliotheek;CSM;CS;CS;CS;Yes;1;No;0;English;Dutch;ShortStory;HT
“Yes. In rather a stark way. ;Ja. Het is heel kaal.;rather;heel;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;ShortStory;HT
“Yes. In rather a stark way. ;Ja. Het is heel kaal.;stark;kaal;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;HT
“Sounds enthralling.”;‘Klinkt betoverend.’;enthralling;betoverend;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
Of course, that’s a good thing.”; Wat natuurlijk goed is.’;Of course, that’s a good thing.” ;Wat natuurlijk goed is;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;HT
He looked at Sally’s sleek flaxen hair, now bent over her book again.  ;Hij keek naar Sally’s sluike lichtblonde haar dat nu weer over haar boek hing.  wijsneuzigheden aandoenlijk. ;sleek flaxen hair;sluike lichtblonde haar;CSA;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, student, was hij een jaar ouder dan zij en hij vond haar argeloze wijsneuzigheden aandoenlijk.;her artless sophistications;argeloze wijsneuzigheden;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;ShortStory;HT
Though he was still young, still a student, he was a year older than she and found her artless sophistications touching.  ;Hoewel hij nog jong was, student, was hij een jaar ouder dan zij en hij vond haar argeloze wijsneuzigheden aandoenlijk.;touching;aandoenlijk;CSC;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Alsof wat er omging onder die zijden capuchon van blonde haren even sluik, even gladgestreken, even kinderlijk gekamd en schoon was.;that hood of silken hair;die zijden capuchon van blonde haren;CSM;CS;CS;CS;Yes;1;No;0;English;Dutch;ShortStory;HT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Alsof wat er omging onder die zijden capuchon van blonde haren even sluik, even gladgestreken, even kinderlijk gekamd en schoon was.;as… as … as;even … even … even;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Alsof wat er omging onder die zijden capuchon van blonde haren even sluik, even gladgestreken, even kinderlijk gekamd en schoon was.;sleek;sluik;CSM;CS;R;R;No;0;No;0;English;Dutch;ShortStory;HT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Alsof wat er omging onder die zijden capuchon van blonde haren even sluik, even gladgestreken, even kinderlijk gekamd en schoon was.;smoothly disposed;(even) gladgestreken;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;ShortStory;HT
It was as though the mental processes beneath that hood of silken hair were as sleek, as smoothly disposed, as childishly combed and clean. ;Alsof wat er omging onder die zijden capuchon van blonde haren even sluik, even gladgestreken, even kinderlijk gekamd en schoon was.;childishly comed and cleaned;(even) kinderlijk gekamd en schoon;R;R;R;R;Yes;1;Yes;1;English;Dutch;ShortStory;HT
A thud. The thud. ;Een bonk. De bonk.;A thud. The thud.;Een bonk. De bonk.;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
Stopped moving. Breathing. Thinking ;Ik stopte. Stopte met bewegen. Met ademen. Met denken. ;moving. Breathing.thinking;met bewegen. Met ademen. Met denken. ;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
All functions seem to shut down to divert resources to my eardrums;Alle functies leken op pauze te gaan om hun vermogen naar mijn trommelvliezen te sturen. ;shut down;op pauze te gaan;CSC;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
All functions seem to shut down to divert resources to my eardrums;Alle functies leken op pauze te gaan om hun vermogen naar mijn trommelvliezen te sturen. ;divert resources;hun vermogen … te sturen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
Overhead, there was a flurry of footsteps;Boven mij hoorde ik een wirwar van voetstappen. ;a flurry of footsteps;een wirwar van voetstappen;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;HT
Someone on the second floor was running at a nauseating, inhuman speed.;Op de eerste verdieping rende iemand met een misselijkmakende, onmenselijke snelheid.;second floor;eerste verdieping;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het leek alsof de schoenzolen boven me een magneet in de hakken hadden en of ik door een muntje in mijn hoofdhuid meegetrokken werd ;attached;hadden;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het leek alsof de schoenzolen boven me een magneet in de hakken hadden en of ik door een muntje in mijn hoofdhuid meegetrokken werd ;the soles of those feet;de schoenzolen … in de hakken;CSC;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;HT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het leek alsof de schoenzolen boven me een magneet in de hakken hadden en of ik door een muntje in mijn hoofdhuid meegetrokken werd ;nickel in my scalp;een muntje in mijn hoofdhuid;CSM;CS;CSM;CS;Yes;1;Yes;1;English;Dutch;Thriller ;HT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het leek alsof de schoenzolen boven me een magneet in de hakken hadden en of ik door een muntje in mijn hoofdhuid meegetrokken werd ;dragged me along for the ride;meegetrokken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de wand met onze montagefoto’s, onder de slecht geplamuurde barst in het plafond en uiteindelijk naar de plek tussen de garderobe voor de jassen en de saloondeurtjes naar de keuken, waar de voetstappen stopten en ik ook.;our composites;montagefoto's;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de wand met onze montagefoto’s, onder de slecht geplamuurde barst in het plafond en uiteindelijk naar de plek tussen de garderobe voor de jassen en de saloondeurtjes naar de keuken, waar de voetstappen stopten en ik ook.;poorly plasered crack;slecht geplamuurde barst;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de wand met onze montagefoto’s, onder de slecht geplamuurde barst in het plafond en uiteindelijk naar de plek tussen de garderobe voor de jassen en de saloondeurtjes naar de keuken, waar de voetstappen stopten en ik ook.;the coat closet;de garderobe voor jassen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de wand met onze montagefoto’s, onder de slecht geplamuurde barst in het plafond en uiteindelijk naar de plek tussen de garderobe voor de jassen en de saloondeurtjes naar de keuken, waar de voetstappen stopten en ik ook.;the louvered kitchen doors;saloondeurtjes;CSC;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;HT
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van het hoofdtrappenhuis, op een afstand van ongeveer vier meter en één centimeter tegenover de dubbele voordeur. ;the main stairwell;hoofdtrappenhuis;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van het hoofdtrappenhuis, op een afstand van ongeveer vier meter en één centimeter tegenover de dubbele voordeur. ;the double front doors;dubbele voordeur;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van het hoofdtrappenhuis, op een afstand van ongeveer vier meter en één centimeter tegenover de dubbele voordeur. ;thirteen feet and two inches;vier meter en één centimeter;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.;Ik dacht viereneenhalve meter, maar toen de rechercheur het nog geen uur later opmat, bleek dat ik de afstand tussen ons een fractie te ruim had ingeschat.;fifteen feet;vierenhalve meter;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.;Ik dacht viereneenhalve meter, maar toen de rechercheur het nog geen uur later opmat, bleek dat ik de afstand tussen ons een fractie te ruim had ingeschat.;ever so slightly;een fractie;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;HT
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.;Ik dacht viereneenhalve meter, maar toen de rechercheur het nog geen uur later opmat, bleek dat ik de afstand tussen ons een fractie te ruim had ingeschat.;overshot;te ruim had ingeschat;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;HT
A thud. The thud.;Een dreun. Dé dreun.;A thud. The thud.;Een dreun. Dé dreun;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
Stopped moving. Breathing. Thinking ;Ik stopte. Stopte met bewegen. Met ademen. Met denken.;moving. Breathing.thinking;met bewegen. Met ademen. Met denken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
All functions seem to shut down to divert resources to my eardrums;Al mijn lichaamsfuncties leken uit te vallen, zodat de vrijgekomen energie zich kon concentreren in mijn trommelvliezen;shut down;uit te vallen;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
All functions seem to shut down to divert resources to my eardrums;Al mijn lichaamsfuncties leken uit te vallen, zodat de vrijgekomen energie zich kon concentreren in mijn trommelvliezen;divert resources;de vrijgekomen energie zich kon concentreren;CSC;CS;CSC;CS;Yes;1;Yes;1;English;Dutch;Thriller ;PE
Overhead, there was a flurry of footsteps;Boven me klonk geroffel van voetstappen. ;a flurry of footsteps;geroffel van voetstappen;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;PE
Someone on the second floor was running at a nauseating, inhuman speed.;Iemand op de eerste verdieping rende met een misselijkmakende, onmenselijke snelheid.;second floor;eerste verdieping;CSM;CS;R;R;No;0;No;0;English;Dutch;Thriller ;PE
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof er een magneet aan die voeten vastzat, en het ijzer in mijn bloed me erachteraan trok;attached;vastzat;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof er een magneet aan die voeten vastzat, en het ijzer in mijn bloed me erachteraan trok;the soles of those feet;die voeten;R;R;O;O;No;0;No;0;English;Dutch;Thriller ;PE
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof er een magneet aan die voeten vastzat, en het ijzer in mijn bloed me erachteraan trok;nickel in my scalp;het ijzer in mijnbloed;R;R;CSM;CS;No;0;No;0;English;Dutch;Thriller ;PE
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof er een magneet aan die voeten vastzat, en het ijzer in mijn bloed me erachteraan trok;dragged me along for the ride;erachteraan trok;R;R;O;O;No;0;No;0;English;Dutch;Thriller ;PE
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de muur met onze groepsfoto’s, onder de slordig dichtgeplamuurde scheur in het plafond, tot aan de plek tussen de halkast en de keukenluiken, waar de voetstappen stopten en ik dus ook.;our composites;groepsfoto's;R;R;CS;CS;No;0;No;0;English;Dutch;Thriller ;PE
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de muur met onze groepsfoto’s, onder de slordig dichtgeplamuurde scheur in het plafond, tot aan de plek tussen de halkast en de keukenluiken, waar de voetstappen stopten en ik dus ook.;poorly plasered crack;de slordig dichtgeplamuurde scheur;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de muur met onze groepsfoto’s, onder de slordig dichtgeplamuurde scheur in het plafond, tot aan de plek tussen de halkast en de keukenluiken, waar de voetstappen stopten en ik dus ook.;the coat closet;halkast;CSA;CS;R;R;No;0;No;0;English;Dutch;Thriller ;PE
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;– langs de muur met onze groepsfoto’s, onder de slordig dichtgeplamuurde scheur in het plafond, tot aan de plek tussen de halkast en de keukenluiken, waar de voetstappen stopten en ik dus ook.;the louvered kitchen doors;keukenluiken;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van de hoofdtrap, recht tegenover de dubbele voordeur ongeveer vier meter van me vandaan. ;the main stairwell;hoofdtrap;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van de hoofdtrap, recht tegenover de dubbele voordeur ongeveer vier meter van me vandaan. ;the double front doors;dubbele voordeur;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
I was standing in the shadow of the main stairwell, facing the double front doors approximately thirteen feet and two inches in front of me;Ik stond in de schaduw van de hoofdtrap, recht tegenover de dubbele voordeur ongeveer vier meter van me vandaan. ;thirteen feet and two inches;vier meter;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.; Ik gokte vijf, maar toen de rechercheur het nog geen uur later nakeek, bleek dat ik de afstand tussen ons net iets te groot had ingeschat.;fifteen feet;vijf;CSM;CS;CS;CS;Yes;1;No;0;English;Dutch;Thriller ;PE
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.; Ik gokte vijf, maar toen de rechercheur het nog geen uur later nakeek, bleek dat ik de afstand tussen ons net iets te groot had ingeschat.;ever so slightly;net iets;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
I guessed fifteen feet, but when the detective measured no more than an hour later, I found I’d ever so slightly overshot the distance between us.; Ik gokte vijf, maar toen de rechercheur het nog geen uur later nakeek, bleek dat ik de afstand tussen ons net iets te groot had ingeschat.;overshot;te groot had ingeschat;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;PE
A thud. The thud.;Een dreun. Dé dreun.;A thud. The thud.;Een dreun. Dé dreun.;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;MT
Stopped moving. Breathing. Thinking ;Ik stopte. Stopte met bewegen. Met ademen. Met denken.;moving. Breathing.thinking;met bewegen. Met ademen. Met denken. ;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;MT
All functions seem to shut down to divert resources to my eardrums;Alles viel stil. Alsof mijn hele lichaam luisterde met mijn trommelvliezen alleen.;shut down;Alles viel stil;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;MT
All functions seem to shut down to divert resources to my eardrums;Alles viel stil. Alsof mijn hele lichaam luisterde met mijn trommelvliezen alleen.;divert resources;alsof mijn hele lichaam …. Alleen;CSC;CS;R;R;No;0;No;0;English;Dutch;Thriller ;MT
Overhead, there was a flurry of footsteps;Boven me klonken voetstappen;a flurry of footsteps;voetstappen--een razende stroom;CSA;CS;CSM;CS;Yes;1;No;0;English;Dutch;Thriller ;MT
Someone on the second floor was running at a nauseating, inhuman speed.;Niet zomaar voetstappen—een razende stroom. Iemand op de tweede verdieping rende met een misselijkmakende, onmenselijke snelheid.;second floor;tweede verdieping;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;MT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof een magneet aan die voeten vastzat, en het ijzer in mijn bloed mij erachteraan trok;attached;vastzat;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;MT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof een magneet aan die voeten vastzat, en het ijzer in mijn bloed mij erachteraan trok;the soles of those feet;die voeten;R;R;O;O;No;0;No;0;English;Dutch;Thriller ;MT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof een magneet aan die voeten vastzat, en het ijzer in mijn bloed mij erachteraan trok;nickel in my scalp;het ijzer in mijn bloed;R;R;CS;CS;No;0;No;0;English;Dutch;Thriller ;MT
It was as though a magnet were attached to the soles of those feet, and the nickel in my scalp dragged me along for the ride;Het was alsof een magneet aan die voeten vastzat, en het ijzer in mijn bloed mij erachteraan trok;dragged me along for the ride;erachteraan trok;R;R;O;O;No;0;No;0;English;Dutch;Thriller ;MT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;langs de muur met onze groepsfoto’s, onder de scheur in het plafond die slordig was dichtgeplamuurd, en uiteindelijk naar de plek tussen de kapstok en de keukenluiken waar de voetstappen stopten. En ik ook.;our composites;groepsfoto's;R;R;CS;CS;No;0;No;0;English;Dutch;Thriller ;MT
past the wall of our composites, under the poorly plastered crack in the ceiling, and finally, to the place between the coat closet and the louvered kitchen doors where the footsteps stopped and so did I;langs de muur met onze groepsfoto’s, onder de scheur in het plafond die slordig was dichtgeplamuurd, en uiteindelijk naar de plek tussen de kapstok en de keukenluiken waar de voetstappen stopten. En ik ook.;poorly plasered crack;de scheur in het plafond die slordig was dichtgeplamuurd;R;R;R;R;Yes;1;Yes;1;English;Dutch;Thriller ;MT
